99.95	572.244
99.90	569.064
99.85	565.896
99.80	562.728
99.75	559.56
99.70	559.02
99.65	555.846
99.60	552.678
99.55	549.51
99.50	546.888
99.45	545.568
99.40	544.236
99.35	542.904
99.30	541.572
99.25	540.24
99.20	538.908
99.15	537.576
99.10	536.244
99.05	534.9
99.00	534.804
98.95	533.964
98.90	533.124
98.85	532.284
98.80	531.444
98.75	530.604
98.70	529.764
98.65	528.924
98.60	528.084
98.55	527.244
98.50	526.404
98.45	525.564
98.40	524.724
98.35	523.884
98.30	523.044
98.25	522.204
98.20	521.364
98.15	520.524
98.10	519.684
98.05	518.844
98.00	517.08
97.90	515.928
97.80	514.776
97.70	513.624
97.60	512.472
97.50	511.32
97.40	510.168
97.30	509.016
97.20	507.864
97.10	506.712
97.00	505.56
96.90	504.408
96.80	503.256
96.70	502.104
96.60	500.952
96.50	499.8
96.40	498.648
96.30	497.496
96.20	496.344
96.10	495.192
96.00	494.04
95.90	492.888
95.80	491.736
95.70	490.584
95.60	489.432
95.50	488.28
95.40	487.512
95.30	486.36
95.20	485.208
95.10	484.056
95.00	483.6
94.90	482.808
94.80	482.016
94.70	481.224
94.60	480.432
94.50	479.64
94.40	478.848
94.30	478.056
94.20	477.264
94.10	476.472
94.00	475.68
93.90	474.888
93.80	474.096
93.70	473.304
93.60	472.512
93.50	471.72
93.40	470.928
93.30	470.136
93.20	469.344
93.10	468.552
93.00	467.76
92.90	466.968
92.80	466.176
92.70	465.384
92.60	464.592
92.50	463.8
92.40	463.008
92.30	462.216
92.20	461.424
92.10	460.632
92.00	459.84
91.90	459.048
91.80	458.256
91.70	457.464
91.60	456.672
91.50	455.88
91.40	455.088
91.30	454.296
91.20	453.504
91.10	452.712
91.00	451.92
90.90	451.128
90.80	450.336
90.70	449.544
90.60	448.752
90.50	447.96
90.40	447.168
90.30	446.376
90.20	445.584
90.10	444.792
90.00	444.396
89.90	443.736
89.80	443.076
89.70	442.416
89.60	441.756
89.50	441.096
89.40	440.436
89.30	439.776
89.20	439.116
89.10	438.456
89.00	437.796
88.90	437.136
88.80	436.476
88.70	435.816
88.60	435.156
88.50	434.496
88.40	433.836
88.30	433.176
88.20	432.516
88.10	431.856
88.00	431.196
87.90	430.536
87.80	429.876
87.70	429.216
87.60	428.556
87.50	427.896
87.40	427.236
87.30	426.576
87.20	425.916
87.10	425.256
87.00	424.596
86.90	423.936
86.80	423.276
86.70	422.616
86.60	421.956
86.50	421.296
86.40	420.636
86.30	419.976
86.20	419.316
86.10	418.656
86.00	417.996
85.90	417.336
85.80	416.676
85.70	416.016
85.60	415.356
85.50	414.696
85.40	414.036
85.30	413.376
85.20	412.716
85.10	412.056
85.00	411.756
84.90	411.168
84.80	410.58
84.70	409.992
84.60	409.404
84.50	408.816
84.40	408.228
84.30	407.64
84.20	407.052
84.10	406.464
84.00	405.876
83.90	405.288
83.80	404.7
83.70	404.112
83.60	403.524
83.50	402.936
83.40	402.348
83.30	401.76
83.20	401.172
83.10	400.584
83.00	399.996
82.90	399.408
82.80	398.82
82.70	398.232
82.60	397.644
82.50	397.056
82.40	396.468
82.30	395.88
82.20	395.292
82.10	394.704
82.00	394.116
81.90	393.528
81.80	392.94
81.70	392.352
81.60	391.764
81.50	391.176
81.40	390.588
81.30	390
81.20	389.412
81.10	388.824
81.00	388.236
80.90	387.648
80.80	387.06
80.70	386.472
80.60	385.884
80.50	385.296
80.40	384.708
80.30	384.12
80.20	383.532
80.10	382.944
80.00	382.596
79.90	382.044
79.80	381.492
79.70	380.94
79.60	380.388
79.50	379.836
79.40	379.284
79.30	378.732
79.20	378.18
79.10	377.628
79.00	377.076
78.90	376.524
78.80	375.972
78.70	375.42
78.60	374.868
78.50	374.316
78.40	373.764
78.30	373.212
78.20	372.66
78.10	372.108
78.00	371.556
77.90	371.004
77.80	370.452
77.70	369.9
77.60	369.348
77.50	368.796
77.40	368.244
77.30	367.692
77.20	367.14
77.10	366.588
77.00	366.036
76.90	365.484
76.80	364.932
76.70	364.38
76.60	363.828
76.50	363.276
76.40	362.724
76.30	362.172
76.20	361.62
76.10	361.068
76.00	360.516
75.90	359.964
75.80	359.412
75.70	358.86
75.60	358.308
75.50	357.756
75.40	357.204
75.30	356.652
75.20	356.1
75.10	355.548
75.00	354.972
74.90	354.42
74.80	353.868
74.70	353.316
74.60	352.764
74.50	352.212
74.40	351.66
74.30	351.108
74.20	350.556
74.10	350.004
74.00	349.452
73.90	348.9
73.80	348.348
73.70	347.796
73.60	347.244
73.50	346.692
73.40	346.14
73.30	345.588
73.20	345.036
73.10	344.484
73.00	343.932
72.90	343.38
72.80	342.828
72.70	342.276
72.60	341.724
72.50	341.172
72.40	340.62
72.30	340.068
72.20	339.516
72.10	338.964
72.00	338.412
71.90	337.86
71.80	337.308
71.70	336.756
71.60	336.204
71.50	335.652
71.40	335.1
71.30	334.548
71.20	333.996
71.10	333.444
71.00	332.892
70.90	332.34
70.80	331.788
70.70	331.236
70.60	330.684
70.50	330.132
70.40	329.58
70.30	329.028
70.20	328.476
70.10	327.924
70.00	327.396
69.00	321.276
68.00	315.156
67.00	309.036
66.00	302.916
65.00	302.88
64.00	296.76
63	290.64
62	284.52
61	278.4
60	277.932
